,orders_details_id_x,line_dd,moisture_x,bulk_density,sifter_speed_nominal_pct,steam_pressure,dd_speed,temp_out,water_pct,water_correction,fat_pct,particles_grp1,particles_grp2,particles_grp3,moisture_y,elems
36,3,DD08,,,0.8,8,9.5,114,0.66,-50,0.060376,0.540704,0.211776,0.229456,11.4552,2
37,4,DD08,2.38,220,0.8,8,7,121,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
38,4,DD08,2.47,200,0.8,8,8,121,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
39,4,DD08,3.8,200,0.8,8,8.5,121,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
40,4,DD08,3.63,200,0.8,8,9,121,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
41,4,DD08,4.46,200,0.8,8,9,121,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
42,4,DD08,3.61,200,0.8,8,9,121,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
43,4,DD08,3.95,220,0.8,8,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
44,4,DD08,4.74,200,0.8,8,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
45,4,DD08,4.56,200,0.8,8,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
46,4,DD08,4.61,200,0.8,8.1,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
47,4,DD08,4.85,200,0.8,8.2,9,110,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
48,4,DD08,3.7,200,0.8,8.2,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
49,4,DD08,5.04,190,0.8,8.2,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
50,4,DD08,4.84,200,0.8,8.2,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
51,4,DD08,5.03,180,0.8,8.2,9,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
52,4,DD08,5.17,180,0.8,8.2,8.5,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
53,4,DD08,4.56,190,0.8,8.2,8.6,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
54,4,DD08,4.88,190,0.8,8.2,8.7,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
55,4,DD08,4.65,190,0.8,8.2,8.7,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
56,4,DD08,4.72,190,0.8,8.2,8.7,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
57,4,DD08,4.8,190,0.8,8.2,8.7,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
58,4,DD08,4.77,190,0.8,8.2,8.8,120,0.66,-60,0.056395,0.538625,0.20745,0.243925,11.5465,2
59,5,DD08,5.06,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
60,5,DD08,4.98,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
61,5,DD08,4.97,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
62,5,DD08,3.18,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
63,5,DD08,3.31,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
64,5,DD08,4.62,190,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
65,5,DD08,4.78,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
66,5,DD08,4.73,200,0.8,8.2,8.8,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
67,5,DD08,4.18,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
68,5,DD08,4.54,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
69,5,DD08,4.54,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
70,5,DD08,4.61,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
71,5,DD08,4.29,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
72,5,DD08,4.48,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
73,5,DD08,4.42,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
74,5,DD08,4.4,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
75,5,DD08,4.01,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
76,5,DD08,4.12,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
77,5,DD08,3.83,190,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
78,5,DD08,4.51,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
79,5,DD08,4.77,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
80,5,DD08,4.67,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
81,5,DD08,4.57,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
82,5,DD08,5.6,200,0.8,8.2,9,120,0.66,-60,0.056464,0.5346,0.20584,0.24956,11.5488,2
83,6,DD08,5.03,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
84,6,DD08,4.89,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
85,6,DD08,4.92,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
86,6,DD08,4.88,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
87,6,DD08,2.99,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
88,6,DD08,3.28,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
89,6,DD08,3.48,200,0.8,8.2,9,120,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
90,6,DD08,4.3,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
91,6,DD08,3.07,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
92,6,DD08,4.24,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
93,6,DD08,4.44,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
94,6,DD08,4.25,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
95,6,DD08,4.72,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
96,6,DD08,4.7,200,0.8,8.2,7,116,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
97,6,DD08,4.16,190,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
98,6,DD08,4.2,190,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
99,6,DD08,4.34,190,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
100,6,DD08,3.92,190,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
101,6,DD08,4.19,190,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
102,6,DD08,4.12,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
103,6,DD08,4.12,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
104,6,DD08,4.11,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
105,6,DD08,4.37,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
106,6,DD08,4.62,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
107,6,DD08,4.21,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
108,6,DD08,4.36,200,0.8,8.2,9,117,0.66,-60,0.056983,0.533225,0.20903,0.249105,11.4471,4
109,7,DD08,,,0.8,7,7,117,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
110,7,DD08,4.01,180,0.8,7.5,8.5,118,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
111,7,DD08,3.87,220,0.8,7.5,8.5,118,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
112,7,DD08,4.55,180,0.8,7.5,8.5,118,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
113,7,DD08,4.01,190,0.8,7.5,8.5,118,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
114,7,DD08,4.36,190,1,7.5,8.5,118,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
115,7,DD08,4.28,180,1,8,8.6,119,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
116,7,DD08,4.3,190,1,8,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
117,7,DD08,4.33,190,1,8,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
118,7,DD08,3.93,200,1,8,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
119,7,DD08,4.07,200,1,8,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
120,7,DD08,4.13,200,1,8,8.8,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
121,7,DD08,4.02,200,1,8,8.8,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
122,7,DD08,5.02,180,1,8,8.8,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
123,7,DD08,4.98,190,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
124,7,DD08,4.87,190,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
125,7,DD08,4.9,190,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
126,7,DD08,4.95,200,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
127,7,DD08,4.98,190,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
128,7,DD08,5.12,200,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
129,7,DD08,4.55,200,1,8.2,8.6,120,0.66,-50,0.058,0.52099,0.21023,0.262356,11.2318,2
130,8,DD08,4.29,210,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
131,8,DD08,4.37,210,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
132,8,DD08,4.61,210,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
133,8,DD08,4.47,200,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
134,8,DD08,5.25,180,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
135,8,DD08,4.18,200,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
136,8,DD08,5.23,180,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
137,8,DD08,4.89,190,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
138,8,DD08,4.22,190,1,8.3,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
139,8,DD08,4.41,190,1,8.2,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
140,8,DD08,4.52,190,1,8.2,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
141,8,DD08,4.61,190,1,8.2,8.8,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
142,8,DD08,4.52,190,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
143,8,DD08,4.6,190,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
144,8,DD08,4.5,190,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
145,8,DD08,4.57,190,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
146,8,DD08,5.1,200,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
147,8,DD08,4.97,200,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
148,8,DD08,4.35,220,1,8.2,8.9,116,0.66,-50,0.058,0.52592,0.21284,0.255048,11.2144,2
149,10,DD08,4.16,180,0.9,8.2,9,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
150,10,DD08,4,180,0.9,8.2,9,113,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
151,10,DD08,5.09,180,1,8.2,9,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
152,10,DD08,4.66,190,0.7,8.2,9,113,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
153,10,DD08,5.32,190,1,8.2,9,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
154,10,DD08,4.84,190,1,8.2,9,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
155,10,DD08,4.15,190,0.7,8.2,9,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
156,10,DD08,4.72,190,1,8.2,9,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
157,10,DD08,5.38,200,1,8.2,9,113,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
158,10,DD08,5.51,180,0.7,8.2,8.2,112,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
159,10,DD08,3.7,180,0.7,8.2,8.2,112,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
160,10,DD08,4.06,180,0.7,8.2,8.2,112,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
161,10,DD08,4.9,180,0.7,8.2,8.2,112,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
162,10,DD08,4.41,180,1,8.2,8.2,112,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
163,10,DD08,4.54,200,1,8.2,8.2,112,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
164,10,DD08,4.9,180,1,8.2,8.2,112,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
165,10,DD08,5,180,1,8.2,8.2,112,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
166,10,DD08,4.15,190,1.7,8.2,8.5,113,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
167,10,DD08,4.34,190,1,8.2,8.5,113,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
168,10,DD08,4.62,180,1,8.2,8.5,113,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
169,10,DD08,4.48,180,1,8.2,8.5,113,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
170,10,DD08,4.7,180,1.7,8.2,8.5,113,0.66,-40,0.0565,0.5195,0.1935,0.2765,11.8,2
171,10,DD08,3.64,180,1,8.2,8.5,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
172,9,DD08,3.2,190,1,8.2,9,113,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
173,9,DD08,3.22,200,0.7,8.2,9,113,0.66,-40,0.056455,0.522275,0.195075,0.272465,11.788,2
174,9,DD08,2.85,210,1,8.2,9,113,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
175,9,DD08,3.23,200,1,8.2,9,113,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
176,9,DD08,3.06,200,0.7,8.2,9,113,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
177,9,DD08,3.54,190,1,8.2,9,113,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
178,9,DD08,3.01,180,1,8.2,9,113,0.66,-40,0.056455,0.522275,0.195075,0.272465,11.788,2
179,9,DD08,4.25,180,0.7,8.2,8.2,112,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
180,9,DD08,3.29,180,0.7,8.2,8.2,112,0.66,-40,0.056455,0.522275,0.195075,0.272465,11.788,2
181,9,DD08,4.49,190,0.7,8.2,8.2,112,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
182,9,DD08,4.37,180,0.7,8.2,8.2,112,0.66,-40,0.056455,0.522275,0.195075,0.272465,11.788,2
183,9,DD08,3.95,180,1,8.2,8.2,112,0.66,-40,0.056455,0.522275,0.195075,0.272465,11.788,2
184,9,DD08,3.36,180,1,8.2,8.2,112,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
185,9,DD08,3.72,180,1,8.2,8.2,112,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
186,9,DD08,4.93,180,1,8.2,8.2,112,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
187,9,DD08,4.62,180,1.7,8.2,8.5,113,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
188,9,DD08,,,1,8.2,8.5,113,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
189,9,DD08,,,1,8.2,8.5,113,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
190,9,DD08,3.51,180,1,8.2,8.5,113,0.66,-50,0.056455,0.522275,0.195075,0.272465,11.788,2
191,9,DD08,5.94,180,1.7,8.2,8.5,113,0.66,-40,0.056455,0.522275,0.195075,0.272465,11.788,2
192,9,DD08,3.6,200,1,8.2,8.5,113,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
193,9,DD08,3.49,180,1,8.3,8.3,112,0.66,-60,0.056455,0.522275,0.195075,0.272465,11.788,2
194,11,DD08,2.95,200,1,6.5,4.5,108,0.66,-30,0.0565,0.5195,0.1935,0.2765,11.8,2
195,11,DD08,3.43,210,1,7,7,113,0.66,-50,0.0565,0.5195,0.1935,0.2765,11.8,2
196,11,DD08,3.72,200,0.8,7,7,113,0.66,-60,0.0565,0.5195,0.1935,0.2765,11.8,2
197,11,DD08,3.14,200,0.8,7,7,113,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
198,11,DD08,3.72,190,0.8,7.5,7,113,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
199,11,DD08,4.48,190,0.8,7.5,7,113,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
200,11,DD08,4.77,180,0.8,7.5,7,113,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
201,11,DD08,3.83,180,0.8,7.5,7,113,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
202,11,DD08,3.68,180,0.8,7.5,7,113,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
203,11,DD08,4.61,180,0.9,8,7.8,114,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
204,11,DD08,4.44,180,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
205,11,DD08,4.16,180,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
206,11,DD08,4.94,180,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
207,11,DD08,5.32,170,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
208,11,DD08,5.21,170,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
209,11,DD08,4.24,170,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
210,11,DD08,4.59,175,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
211,11,DD08,4.76,170,1,8,7.8,116,0.66,-70,0.0565,0.5195,0.1935,0.2765,11.8,2
212,13,DD08,4.37,200,0.7,8.5,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
213,13,DD08,4.44,200,0.7,8.5,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
214,13,DD08,4.63,190,0.7,8.5,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
215,13,DD08,4.7,180,0.7,8.5,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
216,13,DD08,4.76,180,0.8,8.3,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
217,13,DD08,4.144,200,0.8,8.3,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
218,13,DD08,4.16,200,0.8,8.3,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
219,13,DD08,4.4,180,0.8,7.5,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
220,13,DD08,3.77,220,0.8,7.5,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
221,13,DD08,4.19,170,0.8,7.5,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
222,13,DD08,3.97,220,0.7,7.5,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
223,13,DD08,3.76,210,0.7,7.5,8,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
224,13,DD08,3.61,210,0.7,8.5,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
225,13,DD08,3.57,210,0.7,8.5,8.5,119,0.66,-60,0.065443,0.511935,0.175139,0.300027,11.1557,2
226,14,DD08,4.13,210,0.7,5,5,111,0.66,-10,0.054,0.135,0.587,0.28,10.4,1
227,14,DD08,4.3,190,0.7,7,7.5,111,0.66,-10,0.054,0.135,0.587,0.28,10.4,1
228,14,DD08,3.61,180,0.7,7,7.5,111,0.66,-10,0.054,0.135,0.587,0.28,10.4,1
229,14,DD08,3.2,180,0.7,7,7.5,111,0.66,-10,0.054,0.135,0.587,0.28,10.4,1
230,14,DD08,3.51,180,0.7,7,7.5,111,0.66,-10,0.054,0.135,0.587,0.28,10.4,1
231,14,DD08,3.49,190,0.7,7,7.5,111,0.66,-10,0.054,0.135,0.587,0.28,10.4,1
