,orders_details_id_x,efficiency,class,sifter_speed_nominal_pct,steam_preasure,dd_speed,temp_out,water_pct,water_correction,bigbag_filling_time_end_out,bigbag_filling_time_end_bb,testing_time,slurry_start_time,fat_pct,particles_grp1,particles_grp2,particles_grp3,moisture,usage_pct,elems
14,3,108.0,optimal,0.8,7.8,9.0,114.0,0.66,-50.0,2018-06-07 00:25:00.000,2018-06-07 00:25:00.000,2018-06-06 23:30:00.040,2018-06-06 23:30:00.000,0.060376,0.5407040000000001,0.211776,0.229456,11.4552,1.0,2
15,3,117.0,above,0.8,7.8,9.5,114.0,0.66,-50.0,2018-06-07 02:00:00.000,2018-06-07 02:00:00.000,2018-06-07 01:30:00.050,2018-06-07 01:30:00.000,0.060376,0.5407040000000001,0.211776,0.229456,11.4552,1.0,2
16,3,114.0,above,0.8,7.8,9.5,114.0,0.66,-50.0,2018-06-07 03:45:00.000,2018-06-07 03:45:00.000,2018-06-07 03:30:00.060,2018-06-07 03:25:00.000,0.060376,0.5407040000000001,0.211776,0.229456,11.4552,1.0,2
17,3,128.0,above,0.8,7.8,9.5,114.0,0.66,-50.0,2018-06-07 05:00:00.000,2018-06-07 05:00:00.000,2018-06-07 04:30:00.067,2018-06-07 04:05:00.000,0.060376,0.5407040000000001,0.211776,0.229456,11.4552,1.0,2
18,4,100.0,optimal,0.8,8.0,7.0,121.0,0.66,-60.0,2018-06-25 17:25:00.000,2018-06-25 17:20:00.000,2018-06-25 16:30:00.000,2018-06-25 16:25:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
19,4,126.0,above,0.8,8.0,8.5,121.0,0.66,-60.0,2018-06-25 18:40:00.000,2018-06-25 18:45:00.000,2018-06-25 18:29:59.990,2018-06-25 18:20:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
20,4,110.0,optimal,0.8,8.0,9.0,121.0,0.66,-60.0,2018-06-25 20:00:00.000,2018-06-25 20:00:00.000,2018-06-25 19:29:59.987,2018-06-25 18:55:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
21,4,116.0,above,0.8,8.0,9.0,121.0,0.66,-60.0,2018-06-25 21:15:00.000,2018-06-25 21:15:00.000,2018-06-25 20:29:59.980,2018-06-25 20:05:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
22,4,123.0,above,0.8,8.0,9.0,120.0,0.66,-60.0,2018-06-25 22:30:00.000,2018-06-25 22:30:00.000,2018-06-25 22:29:59.970,2018-06-25 21:20:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
23,4,121.0,above,0.8,8.0,9.0,120.0,0.66,-60.0,2018-06-25 23:50:00.000,2018-06-25 23:50:00.000,2018-06-25 23:29:59.967,2018-06-25 23:10:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
24,4,123.0,above,0.8,8.0,9.0,120.0,0.66,-60.0,2018-06-26 01:10:00.000,2018-06-26 01:10:00.000,2018-06-26 00:30:00.000,2018-06-26 00:20:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
25,4,90.0,below,0.8,8.2,9.0,110.0,0.66,-60.0,2018-06-26 02:30:00.000,2018-06-26 02:30:00.000,2018-06-26 02:30:00.000,2018-06-26 02:20:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
26,4,128.0,above,0.8,8.2,9.0,120.0,0.66,-60.0,2018-06-26 03:45:00.000,2018-06-26 03:45:00.000,2018-06-26 03:30:00.000,2018-06-26 02:55:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
27,4,118.0,above,0.8,8.2,9.0,120.0,0.66,-60.0,2018-06-26 05:10:00.000,2018-06-26 05:10:00.000,2018-06-26 04:30:00.000,2018-06-26 04:10:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
28,4,138.0,above,0.8,8.2,9.0,120.0,0.66,-60.0,2018-06-26 06:15:00.000,2018-06-26 06:15:00.000,2018-06-26 05:30:00.000,2018-06-26 05:25:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
29,4,132.0,above,0.8,8.2,9.0,120.0,0.66,-60.0,2018-06-26 07:25:00.000,2018-06-26 07:25:00.000,2018-06-26 06:30:00.000,2018-06-26 06:30:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
30,4,131.0,above,0.8,8.2,8.6,120.0,0.66,-60.0,2018-06-26 08:35:00.000,2018-06-26 08:35:00.000,2018-06-26 08:30:00.000,2018-06-26 08:25:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
31,4,132.0,above,0.8,8.2,8.7,120.0,0.66,-60.0,2018-06-26 09:45:00.000,2018-06-26 09:45:00.000,2018-06-26 09:30:00.000,2018-06-26 09:30:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
32,4,118.0,above,0.8,8.2,8.7,120.0,0.66,-60.0,2018-06-26 11:00:00.000,2018-06-26 11:00:00.000,2018-06-26 10:30:00.000,2018-06-26 10:10:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
33,4,130.0,above,0.8,8.2,8.7,120.0,0.66,-60.0,2018-06-26 12:10:00.000,2018-06-26 12:10:00.000,2018-06-26 11:30:00.000,2018-06-26 11:30:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
34,4,134.0,above,0.8,8.2,8.7,120.0,0.66,-60.0,2018-06-26 13:15:00.000,2018-06-26 13:15:00.000,2018-06-26 12:30:00.000,2018-06-26 12:30:00.000,0.056395000000000015,0.538625,0.20745,0.243925,11.546500000000002,1.0,2
35,5,124.0,above,0.8,8.2,8.8,120.0,0.66,-60.0,2018-06-26 14:40:00.000,2018-06-26 14:30:00.000,2018-06-26 14:30:00.000,2018-06-26 13:40:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
36,5,127.0,above,0.8,8.2,8.8,120.0,0.66,-60.0,2018-06-26 16:00:00.000,2018-06-26 16:00:00.000,2018-06-26 15:30:00.000,2018-06-26 15:30:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
37,5,102.0,optimal,0.8,8.2,8.8,120.0,0.66,-60.0,2018-06-26 17:40:00.000,2018-06-26 17:40:00.000,2018-06-26 17:30:00.000,2018-06-26 17:30:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
38,5,112.0,above,0.8,8.2,8.8,120.0,0.66,-60.0,2018-06-26 19:25:00.000,2018-06-26 19:25:00.000,2018-06-26 18:30:00.000,2018-06-26 18:05:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
39,5,99.0,optimal,0.8,8.2,8.8,120.0,0.66,-60,2018-06-26 21:00:00.000,2018-06-26 21:00:00.000,2018-06-26 20:30:00.000,2018-06-26 20:30:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
40,5,112.0,above,0.8,8.2,8.8,120.0,0.66,-60,2018-06-26 22:20:00.000,2018-06-26 22:20:00.000,2018-06-26 21:30:00.000,2018-06-26 21:15:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
41,5,123.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-26 23:35:00.000,2018-06-26 23:35:00.000,2018-06-26 23:30:00.000,2018-06-26 23:10:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
42,5,125.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 00:50:00.000,2018-06-27 00:50:00.000,2018-06-27 00:30:00.000,2018-06-27 00:25:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
43,5,127.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 02:00:00.000,2018-06-27 02:00:00.000,2018-06-27 01:30:00.000,2018-06-27 01:00:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
44,5,122.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 03:20:00.000,2018-06-27 03:20:00.000,2018-06-27 02:30:00.000,2018-06-27 02:15:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
45,5,118.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 04:40:00.000,2018-06-27 04:40:00.000,2018-06-27 04:30:00.000,2018-06-27 03:25:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
46,5,123.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 05:55:00.000,2018-06-27 05:55:00.000,2018-06-27 05:30:00.000,2018-06-27 05:20:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
47,5,154.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 07:10:00.000,2018-06-27 07:10:00.000,2018-06-27 06:30:00.000,2018-06-27 06:00:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
48,5,123.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 08:25:00.000,2018-06-27 08:25:00.000,2018-06-27 07:30:00.000,2018-06-27 07:10:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
49,5,114.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 09:45:00.000,2018-06-27 09:45:00.000,2018-06-27 09:30:00.000,2018-06-27 09:00:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
50,5,122.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 10:55:00.000,2018-06-27 10:55:00.000,2018-06-27 10:30:00.000,2018-06-27 10:10:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
51,5,126.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 12:10:00.000,2018-06-27 12:10:00.000,2018-06-27 11:30:00.000,2018-06-27 11:30:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
52,5,142.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 13:10:00.000,2018-06-27 13:10:00.000,2018-06-27 12:30:00.000,2018-06-27 12:09:00.000,0.056464,0.5346,0.20584,0.24956,11.5488,1.0,2
53,6,108.0,optimal,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 14:45:00.000,2018-06-27 14:45:00.000,2018-06-27 14:30:00.000,2018-06-27 14:30:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
54,6,132.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 15:50:00.000,2018-06-27 15:50:00.000,2018-06-27 15:30:00.000,2018-06-27 15:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
55,6,119.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 17:10:00.000,2018-06-27 17:10:00.000,2018-06-27 16:30:00.000,2018-06-27 16:20:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
56,6,114.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 18:30:00.000,2018-06-27 18:30:00.000,2018-06-27 18:30:00.000,2018-06-27 18:10:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
57,6,188.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 19:40:00.000,2018-06-27 19:40:00.000,2018-06-27 19:30:00.000,2018-06-27 19:25:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
58,6,115.0,above,0.8,8.2,9.0,120.0,0.66,-60,2018-06-27 21:00:00.000,2018-06-27 21:00:00.000,2018-06-27 20:30:00.000,2018-06-27 19:25:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
59,6,167.0,above,0.8,8.2,7.0,116.0,0.66,-60,2018-06-28 00:35:00.000,2018-06-28 00:35:00.000,2018-06-28 00:30:00.000,2018-06-28 00:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
60,6,127.0,above,0.8,8.2,7.0,116.0,0.66,-60,2018-06-28 01:50:00.000,2018-06-28 01:50:00.000,2018-06-28 01:30:00.000,2018-06-28 01:20:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
61,6,116.0,above,0.8,8.2,7.0,116.0,0.66,-60,2018-06-28 03:10:00.000,2018-06-28 03:10:00.000,2018-06-28 02:30:00.000,2018-06-28 01:55:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
62,6,136.0,above,0.8,8.2,7.0,116.0,0.66,-60,2018-06-28 04:10:00.000,2018-06-28 04:10:00.000,2018-06-28 03:30:00.000,2018-06-28 03:15:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
63,6,119.0,above,0.8,8.2,7.0,116.0,0.66,-60,2018-06-28 05:20:00.000,2018-06-28 05:20:00.000,2018-06-28 04:30:00.000,2018-06-28 04:25:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
64,6,124.0,above,0.8,8.2,7.0,116.0,0.66,-60,2018-06-28 06:29:59.000,2018-06-28 06:29:59.000,2018-06-28 05:30:00.000,2018-06-28 05:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
65,6,123.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 07:39:59.000,2018-06-28 07:39:59.000,2018-06-28 07:30:00.000,2018-06-28 07:30:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
66,6,127.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 08:49:59.000,2018-06-28 08:49:59.000,2018-06-28 08:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
67,6,121.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 09:59:59.000,2018-06-28 09:59:59.000,2018-06-28 09:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
68,6,125.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 11:20:00.000,2018-06-28 11:20:00.000,2018-06-28 10:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
69,6,130.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 12:40:00.000,2018-06-28 12:40:00.000,2018-06-28 12:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
70,6,98.0,optimal,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 14:25:00.000,2018-06-28 14:25:00.000,2018-06-28 13:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
71,6,122.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 15:10:00.000,2018-06-28 15:10:00.000,2018-06-28 14:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
72,6,115.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 16:35:00.000,2018-06-28 16:35:00.000,2018-06-28 16:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
73,6,123.0,above,0.8,8.2,9.0,117.0,0.66,-60,2018-06-28 18:00:00.000,2018-06-28 18:00:00.000,2018-06-28 17:30:00.000,2018-06-28 08:05:00.000,0.056983000000000006,0.5332250000000001,0.20903000000000002,0.24910500000000002,11.4471,1.0,4
74,7,110.0,optimal,0.8,7.5,8.5,118.0,0.66,-50,2018-07-17 03:25:00.000,2018-07-17 03:25:00.000,2018-07-17 02:30:00.000,2018-07-17 02:30:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
75,7,97.0,below,0.8,7.5,8.5,118.0,0.66,-50,2018-07-17 04:50:00.000,2018-07-17 04:50:00.000,2018-07-17 04:30:00.000,2018-07-17 03:55:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
76,7,120.0,above,1.0,7.5,8.5,118.0,0.66,-50,2018-07-17 06:00:00.000,2018-07-17 06:00:00.000,2018-07-17 05:30:00.000,2018-07-17 05:15:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
77,7,117.0,above,1.0,7.5,8.5,118.0,0.66,-50,2018-07-17 07:10:00.000,2018-07-17 07:10:00.000,2018-07-17 06:30:00.000,2018-07-17 06:00:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
78,7,111.0,above,1.0,8.0,8.6,119.0,0.66,-50,2018-07-17 08:25:00.000,2018-07-17 08:25:00.000,2018-07-17 07:30:00.000,2018-07-17 07:20:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
79,7,76.0,below,1.0,8.0,8.6,120.0,0.66,-50,2018-07-17 10:15:00.000,2018-07-17 09:40:00.000,2018-07-17 09:30:00.000,2018-07-17 09:20:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
80,7,210.0,above,1.0,8.0,8.6,120.0,0.66,-50,2018-07-17 11:00:00.000,2018-07-17 11:00:00.000,2018-07-17 10:30:00.000,2018-07-17 10:00:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
81,7,112.0,above,1.0,8.0,8.6,120.0,0.66,-50,2018-07-17 12:10:00.000,2018-07-17 12:10:00.000,2018-07-17 11:30:00.000,2018-07-17 11:20:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
82,7,113.0,above,1.0,8.0,8.8,120.0,0.66,-50,2018-07-17 13:30:00.000,2018-07-17 13:30:00.000,2018-07-17 13:30:00.000,2018-07-17 13:20:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
83,7,125.0,above,1.0,8.0,8.8,120.0,0.66,-50,2018-07-17 14:40:00.000,2018-07-17 14:40:00.000,2018-07-17 14:30:00.000,2018-07-17 14:00:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
84,7,113.0,above,1.0,8.2,8.6,120.0,0.66,-50,2018-07-17 16:00:00.000,2018-07-17 15:55:00.000,2018-07-17 15:30:00.000,2018-07-17 15:15:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
85,7,117.0,above,1.0,8.2,8.6,120.0,0.66,-50,2018-07-17 17:15:00.000,2018-07-17 17:15:00.000,2018-07-17 16:30:00.000,2018-07-17 15:55:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
86,7,120.0,above,1.0,8.2,8.6,120.0,0.66,-50,2018-07-17 18:35:00.000,2018-07-17 18:35:00.000,2018-07-17 18:30:00.000,2018-07-17 17:45:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
87,7,115.0,above,1.0,8.2,8.6,120.0,0.66,-50,2018-07-17 19:55:00.000,2018-07-17 19:55:00.000,2018-07-17 19:30:00.000,2018-07-17 19:20:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
88,7,101.0,optimal,1.0,8.2,8.6,120.0,0.66,-50,2018-07-17 21:15:00.000,2018-07-17 21:15:00.000,2018-07-17 20:30:00.000,2018-07-17 20:30:00.000,0.05800000000000001,0.5209900000000001,0.21023000000000006,0.26235600000000003,11.2318,1.0,2
89,8,100.0,optimal,1.0,8.3,8.8,116.0,0.66,-50,2018-07-17 22:45:00.000,2018-07-17 22:45:00.000,2018-07-17 22:30:00.000,2018-07-17 22:30:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
90,8,116.0,above,1.0,8.3,8.8,116.0,0.66,-50,2018-07-18 00:05:00.000,2018-07-18 00:05:00.000,2018-07-17 23:30:00.000,2018-07-17 23:05:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
91,8,127.0,above,1.0,8.3,8.8,116.0,0.66,-50,2018-07-18 01:10:00.000,2018-07-18 01:10:00.000,2018-07-18 00:30:00.000,2018-07-18 00:25:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
92,8,118.0,above,1.0,8.3,8.8,116.0,0.66,-50,2018-07-18 02:20:00.000,2018-07-18 02:20:00.000,2018-07-18 01:30:00.000,2018-07-18 01:05:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
93,8,133.0,above,1.0,8.3,8.8,116.0,0.66,-50,2018-07-18 03:35:00.000,2018-07-18 03:35:00.000,2018-07-18 03:30:00.000,2018-07-18 03:00:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
94,8,119.0,above,1.0,8.3,8.8,116.0,0.66,-50,2018-07-18 04:35:00.000,2018-07-18 04:35:00.000,2018-07-18 04:30:00.000,2018-07-18 04:15:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
95,8,110.0,optimal,1.0,8.3,8.8,116.0,0.66,-50,2018-07-18 05:30:00.000,2018-07-18 05:30:00.000,2018-07-18 05:30:00.000,2018-07-18 05:30:00.000,0.057999999999999996,0.5259199999999999,0.21284,0.255048,11.2144,1.0,2
96,10,137.0,above,0.9,8.2,8.9,116.0,0.66,-50,2018-08-17 14:10:00.000,2018-08-17 14:10:00.000,2018-07-18 16:30:00.000,2018-07-18 15:55:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
97,10,113.0,above,0.9,8.2,9.0,113.0,0.66,-60,2018-08-17 15:25:00.000,2018-08-17 15:25:00.000,2018-08-17 14:30:00.000,2018-08-17 14:10:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
98,10,145.0,above,1.0,8.2,9.0,113.0,0.66,-40,2018-08-17 16:20:00.000,2018-08-17 16:20:00.000,2018-08-17 15:30:00.000,2018-08-17 15:25:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
99,10,126.0,above,1.0,8.2,9.0,113.0,0.66,-40,2018-08-17 17:35:00.000,2018-08-17 17:35:00.000,2018-08-17 17:30:00.000,2018-08-17 17:25:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
100,10,119.0,above,1.0,8.2,9.0,113.0,0.66,-60,2018-08-17 18:55:00.000,2018-08-17 18:55:00.000,2018-08-17 18:30:00.000,2018-08-17 18:25:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
101,10,132.0,above,1.0,8.2,9.0,113.0,0.66,-60,2018-08-17 20:00:00.000,2018-08-17 20:00:00.000,2018-08-17 19:30:00.000,2018-08-17 19:25:00.000,0.0565,0.5195,0.1935,0.2765,11.8,1.0,2
