,line_dd,process_order,testing_time,moisture_x,bulk_density,orders_details_id_y,bigbag_number,bigbag_filling_time_end,sifter_speed_nominal_pct,orders_details_id_x,steam_preasure,dd_speed,temp_out,orders_details_id_y,slurry_process_order,slurry_line,slurry_start_time,water_pct,water_correction,Unnamed: 0,id,particles_grp1,particles_grp2,particles_grp3,moisture_y,usage_pct,elems
28,DD02,101066007.0,2018-03-22 12:30:00.000,4.48,230.0,1,8,2018-03-22 11:45:00,1.0,1,6.2,10.0,125.0,1,1,SL 2,2018-03-22 06:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
29,DD02,101066007.0,2018-03-22 13:30:00.000,4.42,230.0,1,10,2018-03-22 13:20:00,1.0,1,6.2,10.0,125.0,1,1,SL 2,2018-03-22 06:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
30,DD02,101066007.0,2018-03-22 14:30:00.000,4.28,250.0,1,11,2018-03-22 14:10:00,1.0,1,6.2,10.0,125.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
31,DD02,101066007.0,2018-03-22 15:30:00.000,4.21,230.0,1,12,2018-03-22 14:50:00,1.0,1,6.2,10.0,126.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
32,DD02,101066007.0,2018-03-22 16:30:00.000,4.36,240.0,1,14,2018-03-22 16:25:00,1.0,1,6.2,10.0,125.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
33,DD02,101066007.0,2018-03-22 17:30:00.000,4.55,240.0,1,15,2018-03-22 17:15:00,1.0,1,6.2,10.0,124.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
34,DD02,101066007.0,2018-03-22 18:30:00.000,4.61,240.0,1,16,2018-03-22 18:05:00,1.0,1,6.2,10.0,123.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
35,DD02,101066007.0,2018-03-22 19:30:00.000,4.6,230.0,1,17,2018-03-22 18:50:00,1.0,1,6.2,10.0,123.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
36,DD02,101066007.0,2018-03-22 20:30:00.000,4.4,240.0,1,19,2018-03-22 20:20:00,1.0,1,6.2,10.0,122.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
37,DD02,101066007.0,2018-03-22 21:30:00.000,4.42,230.0,1,21,2018-03-22 21:25:00,1.0,1,6.2,10.0,121.0,1,2,SL 2,2018-03-22 14:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
38,DD02,101066007.0,2018-03-22 22:30:00.000,4.51,230.0,1,22,2018-03-22 22:30:00,1.0,1,6.2,10.0,121.0,1,3,SL 2,2018-03-22 22:00:00,0.66,-40.0,1,1,0.79,0.21,0.0,11.8368,1.0,3
39,DD02,101066297.0,2018-03-23 15:30:00.000,4.52,230.0,1,22,2018-03-22 22:30:00,1.0,2,6.5,11.5,130.0,2,1,SL 2,2018-03-23 14:00:00,0.66,-40.0,2,2,0.79,0.21,0.0,11.8,1.0,1
40,DD02,101066297.0,2018-03-23 16:30:00.000,4.63,230.0,2,1,2018-03-23 15:50:00,1.0,2,6.5,11.5,130.0,2,1,SL 2,2018-03-23 14:00:00,0.66,-40.0,2,2,0.79,0.21,0.0,11.8,1.0,1
41,DD02,101066297.0,2018-03-23 17:30:00.000,5.0,220.0,2,3,2018-03-23 17:20:00,1.0,2,6.0,10.5,130.0,2,1,SL 2,2018-03-23 14:00:00,0.66,-40.0,2,2,0.79,0.21,0.0,11.8,1.0,1
42,DD02,101066297.0,2018-03-23 18:30:00.000,5.3,230.0,2,4,2018-03-23 18:05:00,1.0,2,6.0,10.5,130.0,2,1,SL 2,2018-03-23 14:00:00,0.66,-40.0,2,2,0.79,0.21,0.0,11.8,1.0,1
43,DD02,101067521.0,2018-03-26 19:30:00.000,5.01,250.0,2,6,2018-03-23 19:20:00,1.0,3,6.0,8.0,124.0,3,2,SL 2,2018-03-26 18:25:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
44,DD02,101067521.0,2018-03-26 20:30:00.000,4.77,240.0,3,2,2018-03-26 20:30:00,1.0,3,7.8,9.5,125.0,3,2,SL 2,2018-03-26 18:25:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
45,DD02,101067521.0,2018-03-26 21:30:00.000,4.69,240.0,3,3,2018-03-26 21:00:00,1.0,3,7.8,10.0,120.0,3,2,SL 2,2018-03-26 18:25:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
46,DD02,101067521.0,2018-03-26 22:30:00.000,4.72,240.0,3,5,2018-03-26 22:10:00,1.0,3,7.8,10.0,120.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
47,DD02,101067521.0,2018-03-26 23:30:00.000,4.83,240.0,3,6,2018-03-26 22:50:00,1.0,3,7.8,10.0,120.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
48,DD02,101067521.0,2018-03-27 00:30:00.000,4.64,240.0,3,8,2018-03-27 00:25:00,1.0,3,7.8,10.0,120.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
49,DD02,101067521.0,2018-03-27 01:30:00.000,4.4,240.0,3,9,2018-03-27 01:05:00,1.0,3,7.8,10.0,120.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
50,DD02,101067521.0,2018-03-27 02:30:00.000,4.74,240.0,3,11,2018-03-27 02:20:00,1.0,3,7.8,10.0,120.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
51,DD02,101067521.0,2018-03-27 03:30:00.000,4.3,230.0,3,12,2018-03-27 03:00:00,1.0,3,7.8,10.0,128.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
52,DD02,101067521.0,2018-03-27 04:30:00.000,4.54,220.0,3,13,2018-03-27 03:45:00,1.0,3,7.8,10.0,128.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
53,DD02,101067521.0,2018-03-27 05:30:00.000,4.63,230.0,3,15,2018-03-27 05:25:00,1.0,3,7.8,10.0,128.0,3,3,SL 2,2018-03-26 22:00:00,0.66,-70.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
54,DD02,101067521.0,2018-03-27 06:30:00.000,4.65,240.0,3,16,2018-03-27 06:05:00,1.0,3,7.8,10.0,127.0,3,4,SL 2,2018-03-27 06:00:00,0.66,-50.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
55,DD02,101067521.0,2018-03-27 07:30:00.000,4.81,240.0,3,18,2018-03-27 07:30:00,1.0,3,7.8,10.0,126.0,3,4,SL 2,2018-03-27 06:00:00,0.66,-50.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
56,DD02,101067521.0,2018-03-27 08:30:00.000,4.78,230.0,3,19,2018-03-27 08:10:00,1.0,3,7.8,10.0,126.0,3,4,SL 2,2018-03-27 06:00:00,0.66,-50.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
57,DD02,101067521.0,2018-03-27 09:30:00.000,4.88,240.0,3,20,2018-03-27 08:55:00,1.0,3,7.8,10.0,126.0,3,4,SL 2,2018-03-27 06:00:00,0.66,-50.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
58,DD02,101067521.0,2018-03-27 10:30:00.000,4.59,240.0,3,22,2018-03-27 10:20:00,1.0,3,7.8,10.0,125.0,3,4,SL 2,2018-03-27 06:00:00,0.66,-50.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
59,DD02,101067521.0,2018-03-27 11:30:00.000,4.77,230.0,3,23,2018-03-27 11:10:00,1.0,3,7.8,10.0,125.0,3,4,SL 2,2018-03-27 06:00:00,0.66,-50.0,3,3,0.603775,0.3962250000000001,0.0,12.6595,1.0,2
60,DD02,101068235.0,2018-04-03 22:30:00.000,4.61,250.0,4,2,2018-04-03 22:25:00,1.0,4,6.5,7.0,116.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
61,DD02,101068235.0,2018-04-03 23:30:00.000,4.24,250.0,4,3,2018-04-03 23:15:00,1.0,4,7.0,8.0,118.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
62,DD02,101068235.0,2018-04-04 00:30:00.000,5.06,250.0,4,4,2018-04-04 00:05:00,1.0,4,7.0,9.0,118.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
63,DD02,101068235.0,2018-04-04 01:30:00.000,4.89,250.0,4,5,2018-04-04 00:55:00,1.0,4,7.0,9.0,118.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
64,DD02,101068235.0,2018-04-04 02:30:00.000,4.63,250.0,4,6,2018-04-04 01:50:00,1.0,4,7.0,9.0,118.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
65,DD02,101068235.0,2018-04-04 03:30:00.000,4.7,250.0,4,8,2018-04-04 03:30:00,1.0,4,7.0,9.0,118.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
66,DD02,101068235.0,2018-04-04 04:30:00.000,4.89,250.0,4,9,2018-04-04 04:10:00,1.0,4,7.0,9.0,118.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
67,DD02,101068235.0,2018-04-04 05:30:00.000,4.81,250.0,4,11,2018-04-04 05:30:00,1.0,4,7.0,9.0,120.0,4,2,SL 3,2018-04-03 22:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
68,DD02,101068235.0,2018-04-04 06:30:00.000,4.59,250.0,4,12,2018-04-04 06:15:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
69,DD02,101068235.0,2018-04-04 07:30:00.000,4.77,250.0,4,13,2018-04-04 07:05:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
70,DD02,101068235.0,2018-04-04 08:30:00.000,4.58,250.0,4,14,2018-04-04 07:55:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
71,DD02,101068235.0,2018-04-04 09:30:00.000,4.53,250.0,4,16,2018-04-04 09:25:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
72,DD02,101068235.0,2018-04-04 10:30:00.000,4.57,250.0,4,17,2018-04-04 10:20:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
73,DD02,101068235.0,2018-04-04 11:30:00.000,5.11,250.0,4,18,2018-04-04 11:05:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
74,DD02,101068235.0,2018-04-04 12:30:00.000,4.45,250.0,4,19,2018-04-04 11:50:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
75,DD02,101068235.0,2018-04-04 13:30:00.000,4.52,250.0,4,21,2018-04-04 13:25:00,1.0,4,7.0,9.0,120.0,4,3,SL 3,2018-04-04 06:00:00,0.66,-40.0,4,4,0.6705639999999999,0.329436,0.0,12.9747,1.0,3
76,DD02,101068795.0,2018-04-04 14:30:00.000,4.32,250.0,5,1,2018-04-04 14:20:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
77,DD02,101068795.0,2018-04-04 15:30:00.000,3.74,250.0,5,2,2018-04-04 15:05:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
78,DD02,101068795.0,2018-04-04 16:30:00.007,3.92,250.0,5,3,2018-04-04 16:00:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
79,DD02,101068795.0,2018-04-04 17:30:00.010,3.99,250.0,5,4,2018-04-04 16:50:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
80,DD02,101068795.0,2018-04-04 18:30:00.017,3.99,250.0,5,6,2018-04-04 18:30:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
81,DD02,101068795.0,2018-04-04 19:30:00.020,3.62,240.0,5,7,2018-04-04 19:25:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
82,DD02,101068795.0,2018-04-04 20:30:00.027,3.92,240.0,5,8,2018-04-04 20:25:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
83,DD02,101068795.0,2018-04-04 21:30:00.030,4.06,240.0,5,9,2018-04-04 21:20:00,1.0,5,7.0,9.0,120.0,5,2,SL 3,2018-04-04 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
84,DD02,101068795.0,2018-04-04 22:30:00.037,4.05,220.0,5,10,2018-04-04 22:10:00,1.0,5,7.0,9.0,120.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
85,DD02,101068795.0,2018-04-04 23:30:00.040,3.75,230.0,5,11,2018-04-04 22:55:00,1.0,5,7.0,9.0,120.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
86,DD02,101068795.0,2018-04-05 00:30:00.047,4.01,250.0,5,13,2018-04-05 00:30:00,1.0,5,7.0,9.0,120.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
87,DD02,101068795.0,2018-04-05 01:30:00.050,4.21,250.0,5,14,2018-04-05 01:20:00,1.0,5,7.0,9.0,120.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
88,DD02,101068795.0,2018-04-05 02:30:00.057,4.75,240.0,5,15,2018-04-05 02:25:00,1.0,5,6.7,9.0,120.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
89,DD02,101068795.0,2018-04-05 03:30:00.060,4.99,250.0,5,16,2018-04-05 03:20:00,1.0,5,6.5,9.0,125.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
90,DD02,101068795.0,2018-04-05 04:30:00.067,5.16,250.0,5,17,2018-04-05 04:00:00,1.0,5,6.5,9.0,125.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
91,DD02,101068795.0,2018-04-05 05:30:00.070,4.88,250.0,5,19,2018-04-05 05:25:00,1.0,5,6.5,9.0,125.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
92,DD02,101068795.0,2018-04-05 06:30:00.077,4.6,250.0,5,20,2018-04-05 06:15:00,1.0,5,6.5,9.0,125.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
93,DD02,101068795.0,2018-04-05 07:30:00.080,4.67,250.0,5,21,2018-04-05 07:00:00,1.0,5,6.5,9.0,125.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
94,DD02,101068795.0,2018-04-05 08:30:00.087,4.7,250.0,5,23,2018-04-05 08:30:00,1.0,5,6.5,9.0,125.0,5,1,SL 3,2018-04-04 22:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
95,DD02,101068795.0,2018-04-05 09:30:00.090,4.66,250.0,5,24,2018-04-05 09:20:00,1.0,5,6.5,9.0,125.0,5,3,SL 2,2018-04-05 09:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
96,DD02,101068795.0,2018-04-05 10:30:00.097,4.02,250.0,5,25,2018-04-05 10:15:00,1.0,5,6.5,9.0,125.0,5,3,SL 2,2018-04-05 09:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
97,DD02,101068795.0,2018-04-05 11:30:00.100,4.12,250.0,5,26,2018-04-05 11:05:00,1.0,5,6.5,9.0,125.0,5,3,SL 2,2018-04-05 09:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
98,DD02,101068795.0,2018-04-05 12:30:00.107,3.9,240.0,5,27,2018-04-05 11:55:00,1.0,5,6.5,9.0,125.0,5,3,SL 2,2018-04-05 09:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
99,DD02,101068795.0,2018-04-05 13:30:00.110,3.68,240.0,5,29,2018-04-05 13:25:00,1.0,5,6.5,9.0,125.0,5,3,SL 2,2018-04-05 09:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
100,DD02,101068795.0,2018-04-05 14:30:00.117,3.54,240.0,5,30,2018-04-05 14:15:00,1.0,5,6.5,9.0,125.0,5,4,SL 2,2018-04-05 14:00:00,0.66,-40.0,5,5,0.6868350000000001,0.314165,0.0,13.3541,1.001,5
